City,Site,Site Name,Category Desc.,Long Class Desc.,Art. No,Article Desc.,Quantity,Date,Formatted Date,Net Revenue,Product Name,Channel,Gross Revenue
Hyderabad,A292,Hyderabad-Dilsukhnagar,Input Devices,Keyboards,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,15.08.2023,15-Aug-23,729,400PP Xcite Neo Keyboard & Mouse USB,Offline,899
Tirupur,Online,Online,Input Devices,Keyboards,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,15.08.2023,15-Aug-23,729,400PP Xcite Neo Keyboard & Mouse USB,Online,899
Mumbai,Online,Online,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,-1,16.08.2023,16-Aug-23,-929,416PP Super Speed Hub 4 Port USB 3.0,Online,-1499
Bangalore,A056,Bangalore-J P Nagar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,16.08.2023,16-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Aurangabad,A062,Aurangabad-Prozone Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,16.08.2023,16-Aug-23,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
Bangalore,A277,Bangalore-Electronic city,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,16.08.2023,16-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Chandigarh,A487,Chandigarh-Sector 35 B,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,16.08.2023,16-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Lakhisarai,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,16.08.2023,16-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
Chennai,A157,Chennai-Avadi,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,16.08.2023,16-Aug-23,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Palakkad,A299,Palakkad-Stadium Bypass Road,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,16.08.2023,16-Aug-23,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Delhi,Online,Online,Computer Bags,Sleeves/Cases,250420,Amkette Neo Case 13 Multi Pocket BLK/GRY,1,16.08.2023,16-Aug-23,749,142BK NeoCase Sleeve MP 450 13-13.3,Online,1199
New Delhi,A276,Delhi-Civil Lines,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,0,16.08.2023,16-Aug-23,0,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,0
Mumbai,A041,Mumbai-Oberoi Mall,PC Accessories,Adaptors/Cables/Hubs,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,17.08.2023,17-Aug-23,1059,435BK Type-C 4 Port USB 3.0 Hub Pro,Offline,1599
Chennai,A095,Chennai-Grand Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,17.08.2023,17-Aug-23,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Rajkot,A386,Rajkot-Kuvadava Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,17.08.2023,17-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Pune,A241,Pune-Sinhgad Road,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,17.08.2023,17-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Chennai,A034,Chennai-Mount Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,17.08.2023,17-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Nashik,A491,Nashik-Gangapur Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,17.08.2023,17-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Mumbai,Online,Online,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,-1,18.08.2023,18-Aug-23,-1699,436BK Type-C 6 in 1 Multiport Hub,Online,-2599
Solapur,A458,Solapur-Hotgi Road,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,18.08.2023,18-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Ahmedabad,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,18.08.2023,18-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
New Delhi,A089,Delhi-Preet Vihar,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,18.08.2023,18-Aug-23,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Jaipur,A168,Jaipur-WTP Mall,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,18.08.2023,18-Aug-23,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
Chennai,A356,Chennai-Ambattur,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,0,18.08.2023,18-Aug-23,0,850PP Xcite Pro Keyboard & Mouse USB,Offline,0
Bilimora,Online,Online,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,18.08.2023,18-Aug-23,729,850PP Xcite Pro Keyboard & Mouse USB,Online,799
Hyderabad,A028,Hyderabad-Jubilee,Input Devices,Keyboards,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,18.08.2023,18-Aug-23,729,400PP Xcite Neo Keyboard & Mouse USB,Offline,899
Ahmedabad,A411,Ahmedabad-Ramol,Input Devices,Keyboards,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,18.08.2023,18-Aug-23,729,400PP Xcite Neo Keyboard & Mouse USB,Offline,899
Vapi,A195,Vapi-Daman Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,-1,19.08.2023,19-Aug-23,-699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,-1199
Indore,A513,Indore-Phoenix Citadel,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,19.08.2023,19-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Hyderabad,A540,Hyderabad-Khajaguda,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,19.08.2023,19-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Hyderabad,A109,Hyderabad-Terminal International,Computer Bags,Sleeves/Cases,250421,Amkette Neo Case 14 Multi Pocket GRY,1,19.08.2023,19-Aug-23,779,146BK NeoCase Sleeve MP 450 14,Offline,1249
Mumbai,A140,Mumbai-Bhandup Mall,Input Devices,Keyboards,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,19.08.2023,19-Aug-23,729,400PP Xcite Neo Keyboard & Mouse USB,Offline,899
Vijayawada,A270,Vijayawada-Benz Circle,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,20.08.2023,20-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Vijayawada,A357,Vijayawada-Eluru Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,20.08.2023,20-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Ghaziabad,Online,Online,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,20.08.2023,20-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Online,1899
Mumbai,A140,Mumbai-Bhandup Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,2,20.08.2023,20-Aug-23,2198,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,2998
Mumbai,A027,Mumbai-PMC Lower Parel Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,20.08.2023,20-Aug-23,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Mumbai,A035,Mumbai-Ghatkopar Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,20.08.2023,20-Aug-23,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
New Delhi,A089,Delhi-Preet Vihar,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,20.08.2023,20-Aug-23,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Bangalore,A277,Bangalore-Electronic city,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,20.08.2023,20-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Vijayawada,A357,Vijayawada-Eluru Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,20.08.2023,20-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Bangalore,A439,Bangalore-HSR Layout,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,20.08.2023,20-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Mohali,A455,Mohali-CP 67,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,20.08.2023,20-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Noida,A544,Noida-Golden I,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,20.08.2023,20-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Ahmedabad,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,-1,20.08.2023,20-Aug-23,-1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,-1999
Mumbai,A035,Mumbai-Ghatkopar Mall,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,20.08.2023,20-Aug-23,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Bharuch,A210,Bharuch-Dahej Bypass Road,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,20.08.2023,20-Aug-23,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Ahmedabad,A159,Ahmedabad-Satyam64,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,1,20.08.2023,20-Aug-23,549,851PP Xcite Pro Keyboard USB,Offline,599
Kamothe,Online,Online,Computer Bags,Sleeves/Cases,250421,Amkette Neo Case 14 Multi Pocket GRY,1,20.08.2023,20-Aug-23,779,146BK NeoCase Sleeve MP 450 14,Online,1249
Surat,A217,Surat-VIP Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,20.08.2023,20-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Lucknow,Online,Online,PC Accessories,Adaptors/Cables/Hubs,260086,Amkette Type-C 6 in 1 Multiport Hub,1,21.08.2023,21-Aug-23,1699,436BK Type-C 6 in 1 Multiport Hub,Online,2599
Vadodara,A223,Vadodara-OP Road,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,21.08.2023,21-Aug-23,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,1999
Mumbai,A001,Mumbai-Juhu,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,2,21.08.2023,21-Aug-23,1398,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,2398
Gurugram,A120,Gurugram-Sector 29,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,21.08.2023,21-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Delhi,Online,Online,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,21.08.2023,21-Aug-23,759,650GR Ergo View Laptop Stand-Grey,Online,899
Porvorim,A172,Porvorim-Bardez,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,21.08.2023,21-Aug-23,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
Kolkata,A226,Kolkata-Barasat,PC Accessories,Laptop Kit,256479,Amkette EvoFox Explore Gaming Bundle,1,21.08.2023,21-Aug-23,2500,997PP EvoFox Explore Gaming Bundle (422~423~659~595),Offline,4796
Ahmedabad,A250,Ahmedabad-Bopal,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,21.08.2023,21-Aug-23,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
New Delhi,A267,Delhi-GT Karnal Road,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,-1,21.08.2023,21-Aug-23,-999,422BK Evo Fox Fireblade Gaming Keyboard USB,Offline,-1299
Mumbai,A140,Mumbai-Bhandup Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,22.08.2023,22-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
New Delhi,A267,Delhi-GT Karnal Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,22.08.2023,22-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Kharar,Online,Online,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,22.08.2023,22-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Online,1899
Surat,A010,Surat-Ghoddod,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,-1,22.08.2023,22-Aug-23,-1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,-1499
Mumbai,A001,Mumbai-Juhu,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,22.08.2023,22-Aug-23,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Bangalore,A018,Bangalore-SS Manor,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,22.08.2023,22-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Tirupati,A420,Tirupati-TUDA Road,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,22.08.2023,22-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Sanand,A462,Sanand-Vardhman Square,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,22.08.2023,22-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Gurugram,A398,Gurugram-Reach 3 Roads,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,22.08.2023,22-Aug-23,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Ratlam,A330,Ratlam-Do Batti Chowk,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,22.08.2023,22-Aug-23,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
Hyderabad,A170,Hyderabad-Kukatpally,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,1,22.08.2023,22-Aug-23,529,398PP Xcite Neo Keyboard USB,Offline,549
Dehradun,Online,Online,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,22.08.2023,22-Aug-23,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Online,1299
Thane,A175,Thane-Ghodbunder Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,23.08.2023,23-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Aurangabad,A469,Aurangabad-Jalna Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,23.08.2023,23-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Kanpur,A359,Kanpur-Awas Vikas,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,23.08.2023,23-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Surat,A010,Surat-Ghoddod,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,23.08.2023,23-Aug-23,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
Nashik,A108,Nashik-Solitario,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,23.08.2023,23-Aug-23,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
Navi Mumbai,A396,Navi Mumbai-Kamothe,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,1,23.08.2023,23-Aug-23,549,851PP Xcite Pro Keyboard USB,Offline,599
Mangalore,A221,Mangalore-MAK Mall,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,23.08.2023,23-Aug-23,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
Secunderabad,A422,Secunderabad-Nagaram,PC Accessories,Laptop Kit,256480,Amkette EvoFox Prime Gaming Bundle,1,23.08.2023,23-Aug-23,3000,998PP EvoFox Prime Gaming Bundle (422~423~658~597),Offline,5496
Navi Mumbai,A396,Navi Mumbai-Kamothe,Computer Bags,Sleeves/Cases,250421,Amkette Neo Case 14 Multi Pocket GRY,0,23.08.2023,23-Aug-23,0,146BK NeoCase Sleeve MP 450 14,Offline,0
Anand,A201,Anand-Vidyanagar Road,Input Devices,Keyboards,260089,Amkette Xcite Neo Wired USB Keyboard,1,23.08.2023,23-Aug-23,529,398PP Xcite Neo Keyboard USB,Offline,549
Visakhapatnam,A211,Vizag-Sripuram,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,24.08.2023,24-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Chennai,A391,Chennai-Vivira Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,24.08.2023,24-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Tirupati,A420,Tirupati-TUDA Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,24.08.2023,24-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Anand,A201,Anand-Vidyanagar Road,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,24.08.2023,24-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
New Delhi,A267,Delhi-GT Karnal Road,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,24.08.2023,24-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Bengaluru,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,24.08.2023,24-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
Surat,A297,Surat-Katargam,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,24.08.2023,24-Aug-23,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Mumbai,A013,Mumbai-Mulund,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,1,24.08.2023,24-Aug-23,549,851PP Xcite Pro Keyboard USB,Offline,599
Surat,A209,Surat-Parvat Patiya,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,24.08.2023,24-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Kodungallur,Online,Online,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,24.08.2023,24-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Online,1899
Chennai,A037,Chennai-Anna Nagar,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,25.08.2023,25-Aug-23,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Kolkata,A286,Kolkata-Salt Lake Sector 5,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,25.08.2023,25-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Dehradun,A477,Dehradun-Saharanpur Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,25.08.2023,25-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Bhavnagar,Online,Online,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,25.08.2023,25-Aug-23,729,850PP Xcite Pro Keyboard & Mouse USB,Online,799
Kolkata,A385,Kolkata-Acropolis Mall,Computer Bags,Sleeves/Cases,250421,Amkette Neo Case 14 Multi Pocket GRY,1,25.08.2023,25-Aug-23,779,146BK NeoCase Sleeve MP 450 14,Offline,1249
Faridabad,A012,Faridabad-Crown Mall,Input Devices,Keyboards,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,25.08.2023,25-Aug-23,729,400PP Xcite Neo Keyboard & Mouse USB,Offline,899
Faridabad,A012,Faridabad-Crown Mall,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,26.08.2023,26-Aug-23,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
Mumbai,A039,Mumbai-Sion,Input Devices,Keyboards,250873,Amkette EvoFox Fireblade Wired GMG KB,1,26.08.2023,26-Aug-23,999,422BK Evo Fox Fireblade Gaming Keyboard USB,Offline,1299
Udupi,A298,Udupi - Manipal Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,26.08.2023,26-Aug-23,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Hyderabad,A091,Hyderabad-Kondapur,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,26.08.2023,26-Aug-23,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Jalandhar,A163,Jalandhar-Lajpat Nagar,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,26.08.2023,26-Aug-23,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Bengaluru,Online,Online,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,26.08.2023,26-Aug-23,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Online,1999
Bhusawal,Online,Online,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,2,26.08.2023,26-Aug-23,1998,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Online,3998
Bhusawal,Online,Online,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,2,26.08.2023,26-Aug-23,1998,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Online,3998
Bilaspur-Hp,Online,Online,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,26.08.2023,26-Aug-23,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Online,1999
Wagholi,Online,Online,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,26.08.2023,26-Aug-23,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Online,1999
New Delhi,A032,Delhi-Kamlanagar,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.08.2023,26-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Gurugram,A050,Gurugram-Dlf Mega Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.08.2023,26-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Chennai,A097,Chennai-PMC Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.08.2023,26-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
New Delhi,A266,Delhi-EPICAH Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.08.2023,26-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Bangalore,A277,Bangalore-Electronic city,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.08.2023,26-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Nashik,A491,Nashik-Gangapur Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.08.2023,26-Aug-23,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Pune,A129,Pune-PMC Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.08.2023,26-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Bengaluru,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.08.2023,26-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
Burhanpur,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.08.2023,26-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
Chennai,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.08.2023,26-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
Pune,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,2,26.08.2023,26-Aug-23,2798,649BK EvoFox Typhoon Laptop Cooling Pad,Online,3998
Rajkot,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.08.2023,26-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
Wagholi,Online,Online,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.08.2023,26-Aug-23,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
Yamunanagar,A355,Yamunanagar-Gobindpuri Road,Computer Bags,Sleeves/Cases,250421,Amkette Neo Case 14 Multi Pocket GRY,1,26.08.2023,26-Aug-23,779,146BK NeoCase Sleeve MP 450 14,Offline,1249
